Question,Choice
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 買主 と の 間 で 締結 する 売買 契約 に関する 次 の 記述 の うち 宅地 建物 取引 業法 以下 この 問 において 法 という の 規定 に よれ ば 正しい もの は どれ か なお この 問 において 保全 措置 と は 法 第 <NUM> 条 に 規定 する 手付 金 等 の 保全 措置 を いう もの と する <EOS>,<BOS> <ALP> は 宅地 建物 取引 業者 <ALP> に 販売 代理 の 依頼 を し 宅地 建物 取引 業者 で ない 買主 <ALP> と 建築 工事 完了 前 の マンション を <NUM> 万 円 で 売却 する 契約 を 締結 し た この 場合 <ALP> 又は <ALP> の いずれ か が 保全 措置 を 講ずる こと により <ALP> は 代金 の 額 の <NUM> % を 超える 手付 金 を 受領 する こと が できる <EOS>
<BOS> 次 の 記述 の うち 宅地 建物 取引 業者 が 建物 の 売買 について 媒介 を 行う 場合 宅地 建物 取引 業法 第 <NUM> 条 の 規定 に 基づく 重要 事項 の 説明 を 行わ なけれ ば なら ない もの を すべて 挙げ て いる 組合せ として 正しい もの は どれ か <EOS>,<BOS> 天災 その他 不可抗力 による 損害 の 負担 に関する 定め が ある とき は その 内容 <EOS>
<BOS> 甲 県知事 の 免許 を 受け た 宅地 建物 取引 業者 <ALP> は <NUM> 区画 の 一団 の 宅地 の 分譲 を 行う ため に 平成 <NUM> 年 <NUM> 月 <NUM> 日 に 当該 宅地 の 売買 契約 の 申 込み を 受ける 案内 所 土地 に 定着 し た 建物 内 に 設け られ た もの を 乙 県内 に 設置 し 同年 <NUM> 月 <NUM> 日 に 当該 案内 所 で 業務 を 開始 し 同年 <NUM> 月 <NUM> 日 に 当該 案内 所 において 宅地 建物 取引 業者 で ない <ALP> から 宅地 の 買受け の 申 込み を 受け 同年 <NUM> 月 <NUM> 日 に 当該 案内 所 について 宅地 建物 取引 業法 第 <NUM> 条 第 <NUM> 項 の 規定 による 届出 を し た と の 場合 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> は 当該 案内 所 に 少なくとも <NUM> 名 の 成年 者 で ある 専任 の 取引 主任 者 を 置か なけれ ば なら ない <EOS>
<BOS> 特定 の 贈与 者 から 住宅 取得 等 資金 の 贈与 を 受け た 場合 の 相続 時 精算 課税 の 特例 <NUM> 歳 未満 の 親 から の 贈与 について も 相続 時 精算 課税 の 選択 を 可能 と する 措置 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 居住 の 用 に 供する 家屋 が <NUM> 以上 ある 場合 これら の 家屋 の うち その 者 が 主として その 居住 の 用 に 供する と 認め られる 一つ の 家屋 に 限り この 特例 が 適用 さ れる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 甲地 を 販売 する 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 する もの は どれ か <EOS>,<BOS> <ALP> は 買主 で ある 宅地 建物 取引 業者 <ALP> が 甲地 について 熟知 し て い た が 宅地 建物 取引 士 を し て 宅地 建物 取引 業法 第 <NUM> 条 に 規定 する 重要 事項 を 記載 し た 書面 を 交付 し て 説明 を さ せ た <EOS>
<BOS> 建築 基準 法 以下 この間 において 法 という に関する 次 の 記述 の うち 正 <NUM> し い もの は いくつ ある か <EOS>,<BOS> 近隣 商業 地域 内 の 建築 物 について は 法 第 <NUM> 条 の <NUM> 第 <ALP> 項 の 規定 による 日影 規制 が 適用 さ れる こと は ない <EOS>
<BOS> <ALP> が 宅地 建物 取引 業者 <ALP> の 主たる 事務所 における 唯一 の 専任 の 取引 主任 者 として 勤務 し て いる 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 宅地 建物 取引 業法 第 <NUM> 条 の 規定 に 基づい て 行う 重要 事項 の 説明 は 主たる 事務所 において は <ALP> 以外 の 取引 主任 者 に 行わ せる こと は でき ない <EOS>
<BOS> <ALP> が 所有 者 として 登記 さ れ て いる 甲 土地 の 売買 契約 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> を 所有 者 と する 甲 土地 につき <ALP> が <ALP> と の 間 で <NUM> 月 <NUM> 日 に <ALP> と の 間 で <NUM> 月 <NUM> 日 に それぞれ 売買 契約 を 締結 し た 場合 <ALP> 共 に 登記 を 備え て い ない とき に は 先 に 売買 契約 を 締結 し た <ALP> が <ALP> に対して 所有 権 を 主張 する こと が できる <EOS>
<BOS> 宅地 造成 等 規制 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この 問 において 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 及び 特例 市 に あっ て は その 長 を いう もの と する <EOS>,<BOS> 宅地 造成 工事 規制 区域 内 において 宅地 造成 に関する 工事 を 行う 場合 宅地 造成 に 伴う 災害 を 防止 する ため に 行う 高 さ <NUM> <ALP> の 擁 壁 の 設置 に 係る 工事 について は 政令 で 定める 資格 を 有する 者 の 設計 に よら なけれ ば なら ない <EOS>
<BOS> 借地 借家 法 第 <NUM> 条 の 定期 建物 賃貸借 以下 この間 において 定期 建物 賃貸借 という に関する 次 の 記述 の うち 借地 借家 法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 定期 建物 賃貸借 契約 以下 この間 において 本件 契約 と いう を 締結 しよ う と する 場合 に 賃貸 人 が あらかじめ 賃 借入 に対し 交付 する 書面 は 賃 借入 が 本件 契約 に 係る 賃貸借 は 契約 の 更新 が なく 期間 の 満了 により 終了 する と 認識 し て いる か 否 か に かかわら ず 契約 書 と は 別個 独立 の 書面 で ある こと を 要する <EOS>
<BOS> <ALP> の <ALP> に対する 金銭 債務 について 第三者 <ALP> が 弁済 を する 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> が 弁済 を する について 正当 な 利益 を 有 し ない 場合 において 弁済 により <ALP> に 代位 する こと に なっ て も <ALP> が <ALP> に対して その 代位 を 通知 し 又は <ALP> が その 承諾 を し なけれ ば <ALP> は その 代位 を <ALP> に 対抗 する こと が でき ない <EOS>
<BOS> 不動産 の 登記 の 申請 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 権利 が 法人 の 解散 によって 消滅 する 旨 の 登記 が さ れ て いる 場合 において 当該 権利 が その 法人 の 解散 によって 消滅 し た とき は 登記 権利 者 は 単独 で 当該 権利 に 係る 権利 に関する 登記 の 抹消 を 申請 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業 の 免許 以下 この間 において 免許 という に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 共有 会員 制 の リゾート クラブ 会員 権 宿泊 施設 等 の リゾート 施設 の 全部 又は 一部 の 所有 権 を 会員 が 共有 する もの の 売買 の 媒介 を 不 特定 多数 の 者 に 反復 継続 し て 行う 場合 <ALP> は 免許 を 受ける 必要 は ない <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 この間 において 機構 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 機構 は 地方 公共 団体 に対し 貸 付け に関する 業務 を 委託 する こと が できる <EOS>
<BOS> 都市 計画 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 無秩序 な 市街 化 を 防止 し 計画 的 な 市街 化 を 進める ため 都市 計画 区域 を 市街化区域 と 市街 化 調整 区域 に 区分 する こと が できる が すべて の 都市 計画 区域 において 区分 する 必要 は ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 宅地 建物 取引 業者 で ない <ALP> と 建物 の 売買 契約 を 締結 する 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 以下 この 問 において 法 という 及び 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> から 法 第 <NUM> 条 の <NUM> の 規定 に 基づく いわゆる クーリング・オフ による 売買 契約 の 解除 が あっ た 場合 でも <ALP> が 契約 の 履行 に 着手 し て いれ ば <ALP> は <ALP> に対して それ に 伴う 損害 賠償 を 請求 する こと が できる <EOS>
<BOS> 借地 借家 法 第 <NUM> 条 の 定期 建物 賃貸借 以下 この 問 において 定期 建物 賃貸借 という に関する 次 の 記述 の うち 借地 借家 法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 定期 建物 賃貸借 契約 を 締結 する とき は 期間 を <NUM> 年 未満 として も 期間 の 定め が ない 建物 の 賃貸借 契約 と は みなさ れ ない <EOS>
<BOS> 宅地 建物 取引 業者 が 行う 広告 等 に関する 次 の 記述 の うち 不当 景品 類 及び 不当 表示 防止 法 不動産 の 表示 に関する 公正 競争 規約 を 含む の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 新築 分譲 マンション を 販売 する に当たり 契約 者 全員 が 四つ の 選択肢 の 中 から 景品 を 選ぶ こと が できる 総 付 景品 の キャンペーン を 企画 し て いる 場合 選択肢 の 一つ を 現金 <NUM> 万 円 と し 他 の 選択肢 を 海外 旅行 として 実施 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 と なっ て 宅地 建物 取引 業者 で ない 買主 <ALP> と 宅地 の 売買 契約 を 締結 し た 場合 における 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 による 売買 契約 の 解除 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> が ホテル の ロビー で 売買 契約 を 締結 し た 後 当該 売買 契約 を 解除 し た 場合 に は <ALP> は 売買 代金 の <NUM> 分の <NUM> を 超え ない 範囲 内 で <ALP> に対して 違約 金 の 支払い を 請求 する こと が できる <EOS>
<BOS> 宅地 造成 等 規制 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この間 において 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 又は 中核 市 に あっ て は その 長 を いう もの と する <EOS>,<BOS> 宅地 造成 工事 規制 区域 内 の 宅地 を 宅地 以外 の 土地 に する ため に 行う 土地 の 形質 の 変更 を 行う 工事 は 都道府県 知事 の 許可 を 受ける 必要 は ない <EOS>
<BOS> 売主 を 宅地 建物 取引 業者 で ある <ALP> 買主 を 宅地 建物 取引 業者 で ない <ALP> と する 建物 の 売買 契約 において 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 に 基づく 売買 契約 の 解除 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 売買 契約 が 宅地 建物 取引 業者 <ALP> の 媒介 により 成立 し た 場合 に は <ALP> は 買受け の 申 込み を レストラン でし た とき で あっ て も 当該 契約 を 解除 する こと が でき ない <EOS>
<BOS> 土地 について <ALP> を 売主 <ALP> を 買主 と する 売買 契約 が 成立 し た 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> その 土地 に 隠れ た 瑕疵 が ある こと が 判明 し た 場合 で あっ て も 契約 時 に <ALP> が その 取 庇 が ある こと について 過失 によって 知ら なかっ た とき は <ALP> は 瑕疵 担保 責任 を 負わ ない <EOS>
<BOS> 甲 県知事 の 登録 及び 宅地 建物 取引 主任 者 証 以下 取引 主任 者 証 という の 交付 を 受け て いる 取引 主任 者 <ALP> に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 誤っ て いる もの は いくつ ある か <EOS>,<BOS> <ALP> が 宅地 建物 取引 業法 第 <NUM> 条 に 規定 する 書面 を 交付 する 際 に 取引 の 関係 者 から 請求 が あっ た に も かかわら ず 取引 主任 者 証 を 提示 し なかっ た 場合 <ALP> は <NUM> 万 円 以下 の 過料 に 処せ られる こと が ある <EOS>
<BOS> 農地 法 以下 この 問 において 法 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 賃貸借 の 存続 期間 について は 民法 上 は <NUM> 年 を 超える こと が でき ない こと と さ れ て いる が 農地 の 賃貸借 について は <NUM> 年 まで の 存続 期間 が 認め られる <EOS>
<BOS> 国土 交通 大臣 の 免許 を 受け た 宅地 建物 取引 業者 <ALP> の 営業 保証 金 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 宅地 建物 取引 業 に関し 不正 な 行為 を し 情状 が 特に 重い として 免許 を 取り消さ れ た とき は <ALP> の 供託 し た 営業 保証 金 は 国土 交通 大臣 に 没収 さ れる <EOS>
<BOS> 宅地 建物 取引 主任 者 以下 取引 主任 者 という <ALP> が 国土 交通 大臣 の 免許 を 受け た 宅地 建物 取引 業者 <ALP> の 本店 における 成年 者 で ある 専任 の 取引 主任 者 として 勤務 し て いる 場合 に関する 次 の 記述 の うち <ALP> は 変更 の 登録 の 申請 を する 必要 が ない が <ALP> は 変更 の 届出 を する 必要 が ある もの は いくつ ある か <EOS>,<BOS> <ALP> が 住所 を 変更 し た <EOS>
